Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
Madison County,28.57%,7,"$4,382,976",14.07%,4.63%
Mahoning County,80.00%,65,"$149,810,991",3.71%,-38.89%
Marion County,95.45%,66,"$44,135,044",-0.58%,-57.88%
Medina County,60.87%,23,"$4,894,796",0.35%,-24.92%
Meigs County,50.00%,2,"$151,263",9.26%,0.61%
Mercer County,63.64%,11,"$4,016,556",12.92%,-15.39%
Miami County,75.00%,28,"$29,558,903",9.00%,-24.39%
Monroe County,20.00%,5,"$209,059",38.56%,30.58%
Montgomery County,76.62%,154,"$377,282,707",0.95%,-29.14%
Morgan County,100.00%,4,"$9,901,515",4.94%,-48.42%
Morrow County,50.00%,4,"$423,750",2.11%,-1.94%
Muskingum County,71.43%,28,"$55,429,100",5.40%,-16.99%
Noble County,50.00%,6,"$9,533,956",23.51%,0.92%
Ottawa County,82.14%,28,"$7,883,436",-3.49%,-30.27%
Paulding County,100.00%,3,"$353,655",7.41%,-27.67%
Perry County,75.00%,8,"$6,318,405",8.14%,-26.34%
Pickaway County,100.00%,11,"$11,146,486",-4.50%,-50.06%
Pike County,83.33%,6,"$18,678,166",-3.02%,-40.03%
Portage County,78.26%,23,"$59,289,115",3.18%,-28.44%
Preble County,87.50%,8,"$2,801,777",19.31%,-28.59%
Putnam County,100.00%,7,"$2,743,447",7.64%,-16.98%
Richland County,73.17%,41,"$64,667,083",1.73%,-28.08%
Ross County,73.33%,15,"$41,638,476",1.20%,-19.55%
Sandusky County,100.00%,15,"$60,063,920",-3.57%,-26.25%
Scioto County,65.52%,29,"$38,420,190",6.69%,-8.82%
Seneca County,90.91%,22,"$18,700,374",-1.21%,-31.12%
Shelby County,71.43%,14,"$4,087,445",6.44%,-16.33%
Stark County,84.38%,96,"$125,629,377",2.66%,-20.84%
Summit County,83.85%,192,"$415,274,373",0.00%,-40.33%
Trumbull County,73.08%,26,"$27,602,204",11.88%,-16.45%
Tuscarawas County,70.00%,20,"$21,826,379",1.58%,-14.07%
Union County,69.23%,13,"$16,651,795",8.03%,-22.00%
Van Wert County,86.67%,15,"$5,940,441",-1.46%,-25.53%
Vinton County,50.00%,4,"$609,156",9.86%,-10.00%
Warren County,74.19%,31,"$26,171,723",5.78%,-17.37%
Washington County,77.27%,22,"$74,861,686",7.17%,-20.38%
Wayne County,58.54%,41,"$27,240,102",11.97%,-10.43%
Williams County,80.00%,10,"$4,467,346",2.73%,-13.99%
Wood County,81.25%,32,"$17,257,898",-3.88%,-37.46%
Wyandot County,100.00%,2,"$1,112,476",6.79%,-40.11%
