Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
Lewis County,66.67%,3,"$1,085,375",0.44%,-14.33%
Lincoln County,57.14%,7,"$2,505,702",6.32%,-18.67%
Linn County,100.00%,4,"$2,345,838",2.41%,-27.02%
Livingston County,66.67%,9,"$2,367,309",10.94%,-48.54%
Macon County,100.00%,3,"$745,062",4.28%,-23.88%
Madison County,100.00%,1,"$7,153,499",29.19%,-34.67%
Maries County,100.00%,1,"$7,260",1.41%,-0.16%
Marion County,63.64%,11,"$16,861,798",0.96%,-6.21%
Mercer County,100.00%,1,"$18,000",2.02%,-4.90%
Miller County,66.67%,3,"$338,716",0.55%,-4.43%
Mississippi County,100.00%,6,"$4,611,088",4.22%,-68.67%
Moniteau County,100.00%,1,"$5,130",-2.00%,-7.14%
Monroe County,50.00%,2,"$503,112",2.59%,-27.07%
Morgan County,60.00%,5,"$290,300",-13.90%,-29.80%
New Madrid County,100.00%,3,"$3,694,391",5.00%,-49.33%
Newton County,44.44%,9,"$22,732,714",6.07%,2.35%
Nodaway County,55.56%,9,"$11,149,080",1.97%,-25.14%
Oregon County,100.00%,2,"$395,655",22.77%,-37.97%
Osage County,50.00%,2,"$64,561",10.90%,-5.28%
Pemiscot County,100.00%,3,"$969,639",-0.34%,-46.77%
Perry County,71.43%,7,"$1,637,728",10.04%,-74.54%
Pettis County,84.62%,13,"$49,948,255",5.32%,-56.22%
Phelps County,64.29%,14,"$16,815,742",7.64%,-13.34%
Pike County,71.43%,7,"$17,408,089",0.99%,-48.59%
Platte County,83.33%,12,"$18,059,177",4.39%,-12.04%
Polk County,100.00%,6,"$14,280,826",1.16%,-8.72%
Pulaski County,85.71%,7,"$22,260,710",-2.23%,-51.17%
Ralls County,0.00%,1,"$9,230",70.52%,41.03%
Randolph County,72.73%,11,"$5,022,180",17.68%,-62.91%
Ray County,100.00%,2,"$1,294,522",5.42%,-51.01%
Reynolds County,75.00%,4,"$8,579,196",1.01%,-12.95%
Ripley County,100.00%,2,"$504,683",1.43%,-62.40%
Saline County,87.50%,8,"$20,978,156",-0.45%,-25.44%
Schuyler County,100.00%,1,"$383,896",9.04%,-89.74%
Scotland County,50.00%,2,"$334,997",9.34%,-35.98%
Scott County,72.73%,11,"$37,946,616",6.22%,-12.00%
Shannon County,100.00%,3,"$13,391,804",-3.40%,-48.58%
Shelby County,100.00%,6,"$4,300,980",9.96%,-25.84%
St. Charles County,65.22%,23,"$37,254,420",4.40%,-18.32%
St. Clair County,100.00%,2,"$14,055,006",-36.53%,-97.62%
St. Francois County,90.00%,10,"$21,206,737",-6.69%,-17.75%
St. Louis County,77.03%,296,"$401,003,197",-1.91%,-12.81%
St. Louis city,83.11%,225,"$1,398,836,028",3.12%,-33.09%
Ste. Genevieve County,66.67%,6,"$840,391",31.22%,-6.83%
Stoddard County,50.00%,2,"$759,834",32.61%,-28.90%
Stone County,60.00%,5,"$1,449,329",16.85%,-25.09%
Sullivan County,0.00%,2,"$254,563",53.67%,2.67%
Taney County,75.00%,16,"$16,596,103",-0.75%,-17.70%
Texas County,100.00%,5,"$2,058,546",-8.45%,-21.25%
Vernon County,62.50%,8,"$2,917,261",4.18%,-15.20%
Warren County,87.50%,8,"$6,027,864",8.51%,-24.08%
Washington County,100.00%,2,"$5,621,499",6.44%,-47.58%
Wayne County,100.00%,3,"$322,296",-2.35%,-11.49%
Webster County,80.00%,5,"$3,962,504",19.51%,-29.12%
Wright County,33.33%,3,"$494,478",13.10%,2.82%
