Geography,Share of 990 filers with government grants at risk,Number of 990 filers with government grants,Total government grants ($),Size of operating surplus with government grants,Size of operating surplus without government grants
Lake County,100.00%,1,"$2,516,546",-10.19%,-70.95%
Lauderdale County,100.00%,2,"$2,360,084",-12.03%,-97.07%
Lawrence County,83.33%,6,"$1,039,201",25.94%,-37.24%
Lewis County,90.91%,11,"$19,473,104",-23.58%,-66.68%
Lincoln County,100.00%,6,"$29,189,196",2.13%,-58.02%
Loudon County,75.00%,12,"$9,813,931",8.94%,-41.99%
Macon County,100.00%,3,"$147,805",-3.94%,-8.26%
Madison County,72.41%,29,"$35,670,374",5.62%,-23.13%
Marion County,66.67%,3,"$455,784",5.36%,-11.79%
Marshall County,100.00%,3,"$267,022",3.56%,-4.10%
Maury County,66.67%,15,"$4,793,253",2.63%,-40.39%
McMinn County,64.29%,14,"$6,658,609",2.18%,-9.89%
McNairy County,0.00%,1,"$59,008",38.55%,28.89%
Monroe County,90.91%,11,"$4,448,965",7.78%,-44.59%
Montgomery County,82.35%,17,"$30,942,330",2.99%,-31.89%
Moore County,100.00%,1,"$31,528",-34.61%,-92.78%
Morgan County,100.00%,2,"$2,425,547",-2.88%,-30.69%
Obion County,45.45%,11,"$2,210,550",17.41%,0.57%
Overton County,100.00%,3,"$1,181,064",-0.35%,-89.21%
Perry County,100.00%,1,"$3,015,924",-0.64%,-45.06%
Polk County,100.00%,1,"$2,499,888",-1.38%,-38.31%
Putnam County,79.49%,39,"$40,606,646",1.29%,-51.96%
Rhea County,60.00%,5,"$4,601,032",3.41%,-14.16%
Roane County,55.56%,9,"$8,184,855",-1.80%,-8.18%
Robertson County,83.33%,12,"$3,111,116",3.89%,-23.73%
Rutherford County,75.00%,48,"$14,047,502",5.10%,-19.98%
Scott County,75.00%,4,"$2,906,538",13.23%,-44.54%
Sequatchie County,100.00%,1,"$17,266,264",-1.19%,-86.22%
Sevier County,76.19%,21,"$9,645,115",13.93%,-24.98%
Shelby County,83.00%,300,"$641,927,511",2.28%,-32.22%
Stewart County,100.00%,4,"$1,156,328",1.02%,-41.79%
Sullivan County,82.61%,46,"$49,814,986",3.38%,-35.76%
Sumner County,71.05%,38,"$10,408,167",7.31%,-23.58%
Tipton County,50.00%,4,"$5,520,565",13.79%,-6.68%
Unicoi County,85.71%,7,"$1,084,468",-1.53%,-31.69%
Union County,100.00%,2,"$297,250",-10.13%,-58.23%
Warren County,50.00%,6,"$518,621",23.30%,9.45%
Washington County,73.08%,52,"$109,316,302",4.62%,-21.79%
Wayne County,0.00%,1,"$314,758",5.99%,1.84%
Weakley County,100.00%,10,"$18,899,944",2.88%,-76.56%
White County,50.00%,2,"$158,427",-15.39%,-50.96%
Williamson County,68.89%,45,"$34,943,385",7.25%,-18.22%
Wilson County,70.97%,31,"$27,460,875",3.11%,-11.91%
